YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2022.0,Infiniti,QX55 AWD,SUV: Small,2.0,4.0,AV8,Z,10.5,8.3,9.5,30.0,223.0
2020.0,BMW,M8 Cabriolet,Subcompact,4.4,8.0,AS8,Z,16.0,11.0,13.8,20.0,322.0
2009.0,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2.8,6.0,M6,Z,13.9,8.3,11.4,25.0,262.0
2002.0,NISSAN,ALTIMA,MID-SIZE,2.5,4.0,A4,X,10.4,7.4,9.0,31.0,207.0
2008.0,VOLVO,S40 T5,COMPACT,2.5,5.0,M6,Z,10.7,7.0,9.0,31.0,207.0
2013.0,CHEVROLET,SONIC 5,MID-SIZE,1.4,4.0,AS6,X,7.7,5.5,6.7,42.0,154.0
2016.0,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,AM6,X,8.9,7.1,8.1,35.0,191.0
2022.0,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6.0,A8,D,11.2,9.0,10.2,28.0,275.0
2019.0,Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3.0,6.0,A9,Z,12.8,8.5,10.8,26.0,253.0
2015.0,CADILLAC,CTS Vsport,MID-SIZE,3.6,6.0,AS8,Z,15.1,9.9,12.7,22.0,292.0
2008.0,JEEP,PATRIOT,SUV,2.4,4.0,AV,X,9.7,8.0,8.9,32.0,205.0
2013.0,CHEVROLET,MALIBU,MID-SIZE,2.5,4.0,AS6,X,9.2,5.7,7.6,37.0,175.0
2018.0,Lincoln,Continental AWD,Full-size,3.0,6.0,AS6,X,14.5,9.8,12.3,23.0,290.0
2011.0,SUZUKI,SX4 AWD,STATION WAGON - SMALL,2.0,4.0,M6,X,9.3,6.6,8.1,35.0,186.0
2007.0,PORSCHE,CARRERA 2 CABRIOLET,MINICOMPACT,3.6,6.0,M6,Z,12.8,8.3,10.7,26.0,246.0
2016.0,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,12.0,10.0,11.1,25.0,261.0
2013.0,SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,M6,X,9.8,7.0,8.5,33.0,196.0
2020.0,Kia,Optima Hybrid,Mid-size,2.0,4.0,AM6,X,5.9,5.2,5.6,50.0,132.0
2014.0,FORD,FOCUS,COMPACT,2.0,4.0,M6,X,8.9,6.2,7.6,37.0,175.0
2011.0,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6.0,M6,Z,11.9,8.1,10.2,28.0,235.0
2003.0,LEXUS,GS 300,MID-SIZE,3.0,6.0,AS5,Z,13.1,8.6,11.1,25.0,255.0
2008.0,BMW,M6 CABRIOLET,SUBCOMPACT,5.0,10.0,M6,Z,20.3,11.7,16.4,17.0,377.0
2006.0,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,5.3,8.0,A4,X,16.1,10.9,13.8,20.0,317.0
2000.0,HYUNDAI,ACCENT,COMPACT,1.5,4.0,A4,X,9.2,6.1,7.8,36.0,179.0
2006.0,ACURA,TSX,COMPACT,2.4,4.0,AS5,Z,10.5,7.0,8.9,32.0,205.0
2013.0,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,AS4,X,9.9,7.5,8.8,32.0,202.0
2003.0,OLDSMOBILE,BRAVADA AWD,SUV,4.2,6.0,A4,X,15.7,10.5,13.4,21.0,308.0
2022.0,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8.0,A10,Z,16.5,13.2,15.0,19.0,352.0
2022.0,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4.0,AV7,X,8.4,6.6,7.6,37.0,178.0
2004.0,VOLKSWAGEN,TOUAREG,SUV,3.2,6.0,AS6,Z,15.7,10.8,13.5,21.0,310.0
2015.0,HYUNDAI,TUCSON,SUV - SMALL,2.0,4.0,AS6,X,10.2,8.2,9.3,30.0,214.0
2004.0,FORD,ESCAPE 4X4,SUV,3.0,6.0,A4,X,13.0,9.2,11.3,25.0,260.0
2016.0,SUBARU,IMPREZA AWD,COMPACT,2.0,4.0,M5,X,9.5,7.0,8.4,34.0,197.0
2008.0,BMW,328xi TOURING,STATION WAGON - SMALL,3.0,6.0,M6,Z,12.3,7.6,10.2,28.0,235.0
2003.0,HYUNDAI,SANTA FE,SUV,2.7,6.0,A4,X,11.6,8.3,10.1,28.0,232.0
2010.0,NISSAN,VERSA,MID-SIZE,1.8,4.0,AV,X,7.3,5.8,6.6,43.0,152.0
2005.0,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4.0,M5,X,9.2,6.2,7.9,36.0,182.0
2019.0,GMC,Terrain AWD,SUV: Small,2.0,4.0,A9,Z,11.2,9.0,10.2,28.0,239.0
2000.0,TOYOTA,CAMRY,MID-SIZE,2.2,4.0,A4,X,10.4,7.3,9.0,31.0,207.0
2007.0,CHEVROLET,TRAILBLAZER,SUV,5.3,8.0,A4,X,14.8,9.8,12.5,23.0,288.0
2004.0,MERCEDES-BENZ,C 240 WAGON FFV,STATION WAGON - SMALL,2.6,6.0,A5,Z,12.0,8.5,10.4,27.0,239.0
2012.0,GMC,YUKON XL HD,SUV,6.0,8.0,A6,X,20.6,12.8,17.1,17.0,393.0
2000.0,FORD,ESCORT ZX2,COMPACT,2.0,4.0,A4,X,9.3,6.6,8.1,35.0,186.0
2009.0,MERCEDES-BENZ,B 200 TURBO,STATION WAGON - SMALL,2.0,4.0,M6,Z,10.3,6.9,8.8,32.0,202.0
2007.0,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6.0,M6,X,13.7,9.9,12.0,24.0,276.0
2018.0,Chevrolet,Sonic 5,Station wagon: Small,1.8,4.0,AS6,X,9.3,7.0,8.3,34.0,193.0
2008.0,BMW,M6 CABRIOLET,SUBCOMPACT,5.0,10.0,AM7,Z,18.0,10.8,14.8,19.0,340.0
2021.0,Toyota,Camry Hybrid LE,Mid-size,2.5,4.0,AV,X,4.9,4.8,4.9,58.0,113.0
2003.0,CADILLAC,ESCALADE EXT AWD,PICKUP TRUCK - STANDARD,6.0,8.0,A4,X,19.1,13.2,16.4,17.0,377.0
2018.0,Hyundai,Elantra,Mid-size,2.0,4.0,AS6,X,8.3,6.4,7.4,38.0,174.0
2011.0,CHEVROLET,HHR,SUV,2.2,4.0,A4,X,9.6,6.6,8.2,34.0,189.0
,GMC,PHANTOM COUPE,TWO-SEATER,2.2,,UNKNOWN,UNKNOWN,13.3,9.3,10.3,-50.0,
2001.0,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6.0,A4,X,14.0,9.6,12.0,24.0,276.0
2016.0,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,23.0,16.0,19.8,14.0,465.0
2016.0,KIA,SPORTAGE,SUV - SMALL,2.4,4.0,AS6,X,11.4,8.3,10.0,28.0,231.0
2010.0,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,AS6,Z,12.7,8.9,11.0,26.0,253.0
2010.0,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6.0,M6,Z,11.3,7.9,9.7,29.0,223.0
2014.0,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,E,17.1,11.0,14.4,20.0,230.0
2005.0,FERRARI,575M MARANELLO,TWO-SEATER,5.7,12.0,AS6,Z,23.2,12.9,18.6,15.0,428.0
2004.0,LEXUS,RX 330 4X4,SUV,3.3,6.0,AS5,X,12.8,9.0,11.1,25.0,255.0
2008.0,CHEVROLET,COLORADO 4X4,PICKUP TRUCK - SMALL,2.9,4.0,M5,X,13.5,8.9,11.4,25.0,262.0
2004.0,MERCEDES-BENZ,C 230K,COMPACT,1.8,4.0,A5,Z,10.2,7.1,8.8,32.0,202.0
2005.0,SATURN,VUE,SUV,2.2,4.0,M5,X,10.4,7.4,9.0,31.0,207.0
2010.0,SUBARU,IMPREZA 2.5i SPORT,COMPACT,2.5,4.0,M5,X,10.6,7.5,9.2,31.0,212.0
2002.0,GMC,C1500 YUKON FFV,SUV,5.3,8.0,A4,X,16.8,11.8,14.6,19.0,336.0
2012.0,ASTON MARTIN,VIRAGE,MINICOMPACT,5.9,12.0,AS6,Z,16.9,10.9,14.2,20.0,327.0
2000.0,DODGE,GRAND CARAVAN,MINIVAN,3.0,6.0,A4,X,13.0,8.6,11.0,26.0,253.0
2015.0,HONDA,CIVIC,COMPACT,1.8,4.0,AV7,X,8.1,6.2,7.2,39.0,166.0
2012.0,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4.0,AV,Z,8.0,6.6,7.4,38.0,170.0
2016.0,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS6,Z,11.6,9.3,10.6,27.0,248.0
2005.0,FORD,ESCAPE 4X4,SUV,2.3,4.0,A4,X,12.7,9.9,11.4,25.0,262.0
2020.0,Maserati,Levante Trofeo,SUV: Standard,3.8,8.0,AS8,Z,17.3,12.9,15.3,18.0,360.0
2016.0,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,AS6,Z,9.2,7.0,8.2,34.0,193.0
2018.0,Volkswagen,Atlas,SUV: Small,2.0,4.0,AS8,X,10.8,8.9,10.0,28.0,233.0
2000.0,GMC,SONOMA,PICKUP TRUCK - SMALL,2.2,4.0,M5,X,10.8,7.4,9.3,30.0,214.0
2017.0,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AV6,X,12.0,8.7,10.5,27.0,247.0
2012.0,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,A6,E,18.9,13.2,16.3,17.0,261.0
2012.0,UNKNOWN,COMPASS,UNKNOWN,-19.0,6.0,UNKNOWN,UNKNOWN,10.4,,11.1,14.0,275.0
2016.0,JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3.0,6.0,AS8,Z,14.1,9.3,11.9,24.0,279.0
2013.0,FORD,FUSION (Auto Start-Stop),MID-SIZE,1.6,4.0,AS6,X,8.5,5.3,7.1,40.0,163.0
2015.0,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8.0,AS7,Z,14.7,9.5,12.4,23.0,285.0
2008.0,GMC,YUKON FFV,SUV,5.3,8.0,A4,E,19.6,13.4,16.9,17.0,270.0
2016.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.1,11.4,14.0,20.0,327.0
2015.0,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6.0,A8,D,11.2,8.4,9.9,29.0,267.0
2001.0,AUDI,TT ROADSTER,TWO-SEATER,1.8,4.0,M5,Z,10.9,7.3,9.3,30.0,214.0
2007.0,HONDA,CIVIC,SUBCOMPACT,1.8,4.0,A5,X,8.2,5.7,7.1,40.0,163.0
2012.0,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6.0,M6,Z,11.2,7.6,9.6,29.0,221.0
2005.0,BMW,645Ci CONVERTIBLE,SUBCOMPACT,4.4,8.0,A6,Z,13.2,8.3,11.0,26.0,253.0
2022.0,Toyota,Corolla,Compact,1.8,4.0,AV,X,7.9,6.2,7.1,40.0,166.0
2016.0,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,19.2,12.4,16.1,18.0,373.0
2011.0,CHEVROLET,CAMARO SS,COMPACT,6.2,8.0,AS6,Z,13.3,8.0,10.9,26.0,251.0
2011.0,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4.0,M6,Z,12.4,8.8,10.8,26.0,248.0
2000.0,FORD,EXPLORER SOHC 4X4,SUV,4.0,6.0,A5,X,15.0,10.8,13.1,22.0,301.0
2013.0,AUDI,Q5 HYBRID,SUV - SMALL,2.0,4.0,AS8,Z,8.6,6.9,7.8,36.0,179.0
2013.0,SUZUKI,KIZASHI SX/SPORT AWD,COMPACT,2.4,4.0,AV,X,9.3,6.8,8.2,34.0,189.0
2002.0,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4.0,A4,X,12.4,10.0,11.3,25.0,260.0
2020.0,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4.0,AV,X,5.7,6.3,6.0,47.0,139.0
2013.0,CADILLAC,SRX,SUV - STANDARD,3.6,6.0,AS6,E,17.1,11.1,14.4,20.0,230.0
2009.0,DODGE,CHARGER,FULL-SIZE,3.5,6.0,A4,X,12.2,8.1,10.3,27.0,237.0
2015.0,CHEVROLET,SONIC,COMPACT,1.4,4.0,AS6,X,9.0,6.8,8.0,35.0,184.0
2021.0,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4.0,8.0,A9,Z,15.5,9.8,12.9,22.0,301.0
2021.0,GMC,Sierra,Pickup truck: Standard,3.0,6.0,A10,D,10.2,7.8,9.1,31.0,245.0
2007.0,SATURN,VUE HYBRID,SUV,2.4,4.0,A4,X,8.8,6.7,7.9,36.0,182.0
2004.0,AUDI,A4 QUATTRO,COMPACT,1.8,4.0,M6,Z,11.2,7.2,9.4,30.0,216.0
2006.0,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6.0,M5,X,13.5,9.6,11.8,24.0,271.0
2021.0,Audi,SQ7 quattro,SUV: Standard,4.0,8.0,AS8,Z,16.0,11.4,13.9,20.0,324.0
2013.0,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,E,22.2,15.4,19.2,15.0,307.0
2011.0,DODGE,CALIBER,MID-SIZE,2.4,4.0,M5,X,9.0,6.9,8.1,35.0,186.0
2015.0,FORD,ESCAPE AWD,SUV - SMALL,1.6,4.0,AS6,X,10.6,8.0,9.4,30.0,216.0
2015.0,CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,X,10.2,6.4,8.5,33.0,196.0
2014.0,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4.0,M6,X,7.6,5.8,6.8,42.0,156.0
2013.0,DODGE,CHARGER,FULL-SIZE,3.6,6.0,A8,X,10.9,6.4,8.9,32.0,205.0
2016.0,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,14.7,10.7,12.9,22.0,303.0
2018.0,Nissan,Titan,Pickup truck: Standard,5.6,8.0,AS7,X,15.0,11.2,13.3,21.0,312.0
2005.0,SUZUKI,AERIO FASTBACK AWD,STATION WAGON - SMALL,2.3,4.0,A4,X,9.9,7.6,8.8,32.0,202.0
2016.0,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4.0,AS6,X,13.1,9.1,11.3,25.0,265.0
2021.0,Cadillac,XT5 AWD,SUV: Small,3.6,6.0,AS9,X,12.9,9.2,11.2,25.0,263.0
2000.0,FORD,MUSTANG,SUBCOMPACT,4.6,8.0,M5,X,13.8,8.8,11.6,24.0,267.0
2013.0,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AS5,X,11.8,8.2,10.2,28.0,235.0
2009.0,JAGUAR,XF SUPERCHARGED #,MID-SIZE,4.2,8.0,A6,Z,14.5,8.7,11.9,24.0,274.0
2005.0,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8.0,A4,X,13.1,8.6,11.1,25.0,255.0
2006.0,PORSCHE,CARRERA 2 COUPE,MINICOMPACT,3.6,6.0,AS5,Z,12.5,8.2,10.6,27.0,244.0
2001.0,AUDI,A4,COMPACT,2.8,6.0,A5,Z,13.0,8.2,10.8,26.0,248.0
2021.0,Chevrolet,Suburban 4WD,SUV: Standard,3.0,6.0,A10,D,12.0,8.9,10.6,27.0,277.0
2020.0,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4.0,AS8,Z,10.2,7.4,8.9,32.0,207.0
2021.0,BMW,M8 Cabriolet Competition,Subcompact,4.4,8.0,AS8,Z,16.0,11.0,13.8,20.0,323.0
2022.0,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4.0,AM8,X,12.1,8.6,10.6,27.0,250.0
2014.0,AUDI,A8,MID-SIZE,3.0,6.0,AS8,Z,11.6,7.4,9.7,29.0,223.0
2009.0,MERCEDES-BENZ,C 300 4MATIC,COMPACT,3.0,6.0,A7,Z,12.0,8.0,10.2,28.0,235.0
2016.0,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8.0,M6,Z,18.1,11.4,15.1,19.0,353.0
2008.0,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.8,6.0,AS5,Z,12.6,8.0,10.5,27.0,242.0
2019.0,Dodge,Durango AWD SRT,SUV: Standard,6.4,8.0,A8,Z,18.3,12.2,15.6,18.0,363.0
2008.0,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6.0,A4,X,14.8,10.3,12.7,22.0,292.0
2004.0,JAGUAR,S-TYPE,MID-SIZE,4.2,8.0,A6,Z,13.8,8.4,11.4,25.0,262.0
2019.0,Buick,Encore AWD,SUV: Small,1.4,4.0,AS6,X,9.9,8.1,9.1,31.0,214.0
2022.0,Chevrolet,Silverado,Pickup truck: Standard,5.3,8.0,A8,X,15.1,11.3,13.4,21.0,314.0
2019.0,Mercedes-Benz,SL 450,Two-seater,3.0,6.0,A9,Z,11.8,8.5,10.3,27.0,241.0
2020.0,Ram,1500 eTorque,Pickup truck: Standard,3.6,6.0,A8,X,11.9,9.4,10.8,26.0,253.0
2004.0,MITSUBISHI,ECLIPSE,SUBCOMPACT,3.0,6.0,AS4,Z,11.7,7.8,9.9,29.0,228.0
2001.0,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8.0,M5,X,18.4,12.6,15.8,18.0,363.0
2010.0,HYUNDAI,ELANTRA BLUE,MID-SIZE,2.0,4.0,M5,X,7.8,5.6,6.8,42.0,156.0
2019.0,Maserati,Ghibli,Mid-size,3.0,6.0,AS8,Z,14.1,9.8,12.2,23.0,286.0
2013.0,MAZDA,CX-9,SUV - SMALL,3.7,6.0,AS6,X,12.7,8.4,10.8,26.0,248.0
2012.0,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,X,13.4,9.7,11.8,24.0,271.0
2010.0,FORD,ESCAPE FFV,SUV,3.0,6.0,A6,X,10.9,8.0,9.6,29.0,221.0
2021.0,Buick,Enclave,SUV: Standard,3.6,6.0,A9,X,13.0,9.1,11.2,25.0,264.0
2004.0,BMW,745Li,FULL-SIZE,4.4,8.0,A6,Z,13.1,8.3,10.9,26.0,251.0
2005.0,VOLVO,S60,COMPACT,2.4,5.0,M5,Z,10.9,7.4,9.3,30.0,214.0
2006.0,DODGE,RAM SRT-10,PICKUP TRUCK - STANDARD,8.3,10.0,A4,Z,26.1,17.6,22.3,13.0,513.0
2011.0,MINI,COOPER S COUNTRYMAN,COMPACT,1.6,4.0,A6,Z,8.1,6.1,7.2,39.0,166.0
2005.0,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6.0,A4,E,18.5,12.5,15.8,18.0,253.0
2015.0,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.3,11.6,14.2,20.0,327.0
2006.0,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4.0,A4,X,10.4,7.8,9.2,31.0,212.0
2009.0,NISSAN,VERSA,MID-SIZE,1.8,4.0,M6,X,7.9,6.3,7.2,39.0,166.0
2021.0,Volvo,S90 T6 AWD,Mid-size,2.0,4.0,AS8,Z,11.3,7.5,9.6,29.0,224.0
2015.0,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4.0,M6,Z,8.4,6.4,7.5,38.0,172.0
2000.0,MAZDA,MX-5 MIATA,SUBCOMPACT,1.8,4.0,M6,X,10.1,7.6,9.0,31.0,207.0
2020.0,Nissan,370Z Roadster,Two-seater,3.7,6.0,M6,Z,13.6,9.7,11.8,24.0,279.0
2013.0,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4.0,AS6,X,9.1,6.8,8.1,35.0,186.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,29.0,265.0
2005.0,MERCEDES-BENZ,SL 55 AMG,TWO-SEATER,5.4,8.0,A5,Z,17.3,10.9,14.4,20.0,331.0
2020.0,Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6.0,AM8,Z,13.1,10.2,11.8,24.0,277.0
2000.0,PONTIAC,GRAND PRIX,MID-SIZE,3.1,6.0,A4,X,11.6,7.3,9.7,29.0,223.0
2007.0,INFINITI,G35X AWD,MID-SIZE,3.5,6.0,AS5,Z,12.6,8.6,10.8,26.0,248.0
2009.0,DODGE,VIPER SRT10 CONVERTIBLE,TWO-SEATER,8.4,10.0,M6,Z,16.8,9.2,13.4,21.0,308.0
2013.0,BMW,M3 CABRIOLET,SUBCOMPACT,4.0,8.0,AM7,Z,15.7,10.1,13.2,21.0,304.0
2020.0,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,X,9.9,8.2,9.2,31.0,214.0
2020.0,Toyota,Corolla,Compact,1.8,4.0,AV,X,7.9,6.1,7.1,40.0,165.0
2008.0,CHEVROLET,EQUINOX,SUV,3.6,6.0,AS6,X,13.0,8.3,10.9,26.0,251.0
2000.0,HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4.0,A4,X,11.0,7.3,9.3,30.0,214.0
2018.0,Nissan,Murano,Station wagon: Mid-size,3.5,6.0,AV7,X,11.0,8.3,9.8,29.0,230.0
2009.0,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5.0,AS6,X,10.4,6.8,8.8,32.0,202.0
2017.0,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6.0,AS6,X,16.2,12.8,14.6,19.0,344.0
2009.0,HONDA,CIVIC,SUBCOMPACT,1.8,4.0,A5,X,8.2,5.7,7.1,40.0,163.0
2010.0,CHEVROLET,AVALANCHE,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,19.6,12.6,16.5,17.0,264.0
2018.0,Subaru,Legacy AWD,Mid-size,3.6,6.0,AV6,X,11.9,8.3,10.3,27.0,241.0
2014.0,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,7.6,5.1,6.5,43.0,150.0
2001.0,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6.0,A4,X,14.7,10.7,12.9,22.0,297.0
2008.0,VOLVO,C30 2.4i,COMPACT,2.4,5.0,AS5,Z,10.5,7.0,8.9,32.0,205.0
2012.0,GMC,SIERRA HYBRID 4WD,PICKUP TRUCK - STANDARD,6.0,8.0,AV,X,10.2,8.5,9.4,30.0,216.0
2020.0,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4.0,A8,X,12.5,10.8,11.7,24.0,275.0
2010.0,CHEVROLET,TAHOE HYBRID,SUV,6.0,8.0,AV,X,9.7,9.1,9.4,30.0,216.0
2018.0,Porsche,Boxster,Two-seater,2.0,4.0,M6,Z,11.0,8.3,9.8,29.0,229.0
2017.0,TOYOTA,COROLLA,MID-SIZE,1.8,4.0,M6,X,8.4,6.5,7.5,38.0,176.0
2000.0,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,3.8,6.0,A4,X,12.4,7.5,10.2,28.0,235.0
2011.0,VOLKSWAGEN,JETTA,COMPACT,2.5,5.0,AS6,X,9.1,6.5,7.9,36.0,182.0
2011.0,AUDI,A4 AVANT,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.0,7.0,8.7,32.0,200.0
2016.0,AUDI,A8L QUATTRO,FULL-SIZE,4.0,8.0,AS8,Z,13.1,8.3,10.9,26.0,255.0
2009.0,CADILLAC,XLR,TWO-SEATER,4.6,8.0,AS6,Z,14.1,8.1,11.4,25.0,262.0
2020.0,BMW,440i xDrive Coupe,Compact,3.0,6.0,AS8,Z,11.4,8.3,10.0,28.0,233.0
2009.0,CHEVROLET,TRAVERSE,SUV,3.6,6.0,A6,X,12.7,8.4,10.8,26.0,248.0
2021.0,Mercedes-Benz,AMG E 63 S 4MATIC+ Wagon,Station wagon: Mid-size,4.0,8.0,A9,Z,14.7,10.4,12.8,22.0,300.0
2016.0,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6.0,A9,E,16.9,10.8,14.1,20.0,232.0
2010.0,CHEVROLET,TAHOE,SUV,5.3,8.0,A6,X,14.4,9.6,12.2,23.0,281.0
2017.0,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,11.1,7.8,9.6,29.0,224.0
2007.0,HONDA,ODYSSEY,MINIVAN,3.5,6.0,A5,X,13.3,8.5,11.1,25.0,255.0
2006.0,HYUNDAI,ACCENT 3/5-DOOR,COMPACT,1.6,4.0,M5,X,8.1,6.5,7.4,38.0,170.0
2003.0,MERCEDES-BENZ,SL 500,TWO-SEATER,5.0,8.0,A5,Z,15.3,9.9,12.9,22.0,297.0
2008.0,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.4,8.0,AS7,Z,15.0,9.8,12.7,22.0,292.0
2022.0,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6.0,AS8,Z,14.4,11.2,13.0,22.0,305.0
2008.0,FORD,RANGER 4X4,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,15.7,11.7,13.9,20.0,320.0
2009.0,CHEVROLET,HHR PANEL FFV,SUV,2.2,4.0,M5,E,12.6,8.6,10.8,26.0,173.0
2007.0,NISSAN,VERSA,MID-SIZE,1.8,4.0,A4,X,8.5,6.2,7.4,38.0,170.0
2015.0,LAND ROVER,LR4,SUV - STANDARD,3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,329.0
2017.0,MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,8.7,6.9,7.9,36.0,183.0
2004.0,CHEVROLET,K1500 AVALANCHE AWD,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,17.0,13.1,15.2,19.0,350.0
2019.0,Cadillac,CTS AWD,Mid-size,3.6,6.0,AS8,X,13.3,9.2,11.5,25.0,269.0
2011.0,BMW,Z4 sDRIVE30i,TWO-SEATER,3.0,6.0,M6,Z,10.7,6.9,9.0,31.0,207.0
2017.0,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12.0,M7,Z,23.2,14.4,19.2,15.0,450.0
2008.0,CHEVROLET,HHR,SUV,2.2,4.0,A4,X,9.5,6.6,8.2,34.0,189.0
2020.0,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8.0,A8,X,15.1,11.4,13.4,21.0,314.0
2016.0,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,M7,Z,12.3,8.7,10.7,26.0,251.0
2010.0,BMW,M5,MID-SIZE,5.0,10.0,M6,Z,19.9,11.8,16.2,17.0,373.0
2009.0,GMC,ENVOY 4X4,SUV,4.2,6.0,A4,X,15.2,10.1,12.9,22.0,297.0
2002.0,LEXUS,IS 300,COMPACT,3.0,6.0,M5,Z,13.1,8.6,11.1,25.0,255.0
2020.0,Jeep,Compass 4X4,SUV: Small,2.4,4.0,M6,X,10.8,7.6,9.4,30.0,221.0
2020.0,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6.0,AS6,E,17.6,13.8,15.9,18.0,265.0
2013.0,RAM,1500 FFV 4X4,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,13.0,8.5,11.0,26.0,253.0
2006.0,BMW,650Ci,SUBCOMPACT,4.8,8.0,M6,Z,14.8,9.3,12.3,23.0,283.0
